Title,LastEdited,Link,Text
2022 Maryland gubernatorial election,14 April 2020,https://en.wikipedia.org/wiki/2022_Maryland_gubernatorial_election,"Larry HoganRepublicanThe 2022 Maryland gubernatorial election will take place on November 8, 2022, to elect the Governor of Maryland. Incumbent Republican Governor Larry Hogan is term-limited and cannot seek re-election to a third term."
Chelsea Noble,9 April 2020,https://en.wikipedia.org/wiki/Chelsea_Noble,"Chelsea Noble (born Nancy Mueller, December 4, 1964) is a former American actress. She is known for her role as Kate Mcdonald on the television sitcom Growing Pains (1989–1992). She is the wife of her former Growing Pains co-star, Kirk Cameron, and the sister-in-law of former Full House star Candace Cameron Bure.Noble was born Nancy Mueller in Cheektowaga, New York, to Irene and Fred Mueller.[1]Noble appeared in a 1997 episode of Seinfeld entitled The English Patient. She co-starred as Hattie Durham in the Left Behind trilogy with her husband Kirk Cameron.[1] She also had several uncredited cameos in films starring Cameron as a kissing double. Kirk Cameron refused to kiss any woman who was not his wife, so for romantic scenes the actress playing his love interest would be replaced by Noble in an appropriate costume and filmed from a distance or behind.[2] This can be seen in the fire station scene of Fireproof.In 2014, she co-starred with her husband in the independent movie Mercy Rule, playing a married couple with two children. Although not the first movie in which they have played husband and wife (having done so in two Growing Pains TV movies), this is the first time she has been credited as Chelsea Cameron.[3]Chelsea and Kirk met when he was visiting his little sister Candace on the set of Full House They later co-starred on Growing Pains together.[4] They dated in real life and got married on July 21, 1991 in Cheektowaga, New York.[5] They have six children: Jack (born 1996), Isabella (born 1998), Anna (born 1999), Luke (born 2000), Olivia (born 2001) and James (born 2003).[6]Noble and her husband are born-again Christians. They founded The Firefly Foundation, which runs Camp Firefly, a summer camp that gives terminally ill children and their families a week's free vacation.[7]"
Luge at the 1968 Winter Olympics – Women's singles,3 April 2020,https://en.wikipedia.org/wiki/Luge_at_the_1968_Winter_Olympics_%E2%80%93_Women%27s_singles,"The Women's singles luge competition at the 1968 Winter Olympics in Grenoble was held from 11 to 13 February, at Villard-de-Lans.[1][2]After three runs, there were three East German racers Ortrun Enderlein, Anna-Maria Müller and Angela Knösel in the top 4, but were disqualified when the FIL determined that they had been heating their runners, a banned practice. Italian Erika Lechner, third after three runs, was moved into first place, and won gold after the fourth run was cancelled due to bad weather.West German media alleged race fixing,[3] while GDR sports officials blamed the West German Luge Association for staging the incident.[4]  According to Stasi documents which came to light in 2006, the FIL official that made the decision had allegedly been bribed by the Federal Republic of Germany and Austria to make the allegation.[5][6] The question of whether the GDR lugers really cheated remains unresolved, with some contemporary media in Germany maintaining that the GDR team were unfairly disqualified.[7]"
Murcyleen Peerzada,8 January 2020,https://en.wikipedia.org/wiki/Murcyleen_Peerzada,"Murcyleen Peerzada (born 13 January 1991) is an Indian public figure known for her modest fashion line.Peerzada grew up in Mumbai. She finished her schooling at Santacruz (Mumbai) and graduated with a degree in fashion designing and now designs highend costly abaya for women.[1]Peerzada always wanted to be an actress and could not wait to act in a movie. In her last year of college, she got offers from casting directors as her parents socialize with many directors and producers.[2] Her family put in a with word with film director Yash Chopra, with whom her father worked; and she started her career at Yash Raj Films as an assistant director. Her first project was a Salman Khan starrer, Ek Tha Tiger, in 2011 when she was 19,[3] and she was almost signed as the lead in Maneesh Sharma's 'Shudh Desi Romance'.[4]The dramatic turn came in her life with Yash Chopra's death. As she was very close to Yash Chopra, his death disturbed her and In a process of looking for an answer to afterlife she came across the videos of Islamic speakers like Nouman Ali Khan, Zakir Naik and Yasmin Mogahed. After watching the videos and reading Islamic books, she quit everything and turned to Islamic Studies. Her story is known as YRF (Yash Raj Films) To IRF (Islamic Research Foundation).[5]In August 2014, Peerzada organised her first ever event, the Srinagar Peace Conference, which was attended by over 5000 women, making it organised Islamic event for women in India.[6] Several Islamic women speakers including Farhat Naik addressed Kashmiri women on various issues.[7]Peerzada quit IRF in January 2016[7] to pursue her career independently. She stated she wants to do creative and lighter things in Dawah work. She also was given the upcoming in Dawah award by at the international contribution to Dawah awards ceremony in Dubai in February 2016.[8] This was the first of its kind award show in the world for those who have contributed towards spreading the peaceful and positive message of Islam through their speeches and creative projects.[9][10]In 2017, Peerzada started her line of highend Modest wear under Murcyleen Peerzada label . She started the first designer abaya brand in the Indian market. Her brand as well as she herself is based in Dubai. In 2018, Murcyleen did the grand finale show of the Dubai Fashion week and launched her 'vitamin D range' of abayas especially designed to help women get their daily dose of vitamin D in the GCC region. The range was widely covered across GCC.Her father Feroze Peerzada is the Vice President for Jammu Kashmir based political party floated by IAS turned politician Shah Faesal called the JKPM. Murcyleen is stated to be actively involved with the JKPM although not an official member yet of the same."
The Circles of Power,1 June 2017,https://en.wikipedia.org/wiki/The_Circles_of_Power,"The Circles of Power is volume fifteen in the French comic book science fiction series Valérian and Laureline created by writer Pierre Christin and artist Jean-Claude Mézières.Valérian and Laureline have brought their crippled astroship to a repair yard on the planet Rubanis.  They are quoted a price of seven hundred thousand bloutoks for the repairs but have no money.  They are approached by the three Shingouz who advise them to visit Colonel T'loc, the chief of police, who has a job for them.Taking a taxi cab, they are driven first through the anarchic traffic of the First Circle of the city, where they have left the astroship, and then into the Second Circle which is much less chaotic thanks to the floating mines that keep the traffic in check.  From there, they proceed upwards to the orbital station where Colonel T'loc has his headquarters.  With the taxi left waiting, they are brought to T'loc's office.  The colonel tells them that he is concerned about trouble that is brewing in the Circles of Rubanis.  The police force are too busy lining their own pockets to deal with the situation and so T'loc has turned to Valérian and Laureline to help him.  He describes the five Circles of Rubanis: the First, dedicated to heavy industry; the Second, designated for business and the Third, dedicated to shopping and entertainment. The Fourth Circle is dedicated to the aristopatrons: the leaders of the religions, the public service and business.  It is from this Circle that T'loc receives his orders via a machine in his office.  No orders have been received for a long time.  Valérian and Laureline ask to examine the machine but T'loc forbids it saying that to open the machine is to risk their lives.  T'loc doesn't know where his orders come from and this troubles him.  He wants Valérian and Laureline to investigate the Fifth and final Circle – the Circle of Power, a Circle that no one enters and offers them seven hundred thousand bloutoks.  Valérian and Laureline ask for expenses on top of what's offered but T'loc refuses.  Valérian moves to open the machine and T'loc pulls his gun on him warning him that if the machine is opened the Scunindar virus will spread.  T'loc relents and agrees to double their risk bonus and gives them an up front payment – a Grumpy Transmuter from Bluxte, able to duplicate any currency it is fed.Given a contact name to start their investigations from T'loc's deputy, Indicator Croupachof, they ask their taxi driver to take them to the Third Circle.  As they fly through the Second Circle, they are attacked by a woman driving a black limousine.  The driver manages to evade her and she crashes her vehicle.  Landing in the Third Circle, Valérian, Laureline and the taxi driver make their way to the bar where they are to meet their contact.  Waiting for their contact, they find that the Shingouz are also in the bar – it is their job to introduce the contact.  The contact arrives and demands 100 Ebebe pearls for the information.  Laureline puts the grumpy to work and the contact tells there is a way into the Fifth Circle through an old, abandoned entrance.  Suddenly they are interrupted – Na'Zultra, the woman in the limousine who attacked them, enters, accompanied by her henchmen and swinging a cretiniser whip.  Valérian and the taxi driver duck under the table out of the influence of the whip but Laureline and the Shingouz are mesmerized.  The contact tries to escape but is shot. The henchmen grab Laureline and make off with her.  Valérian tries to follow but is too late.The taxi driver, who is called S'Traks, offers to help – he thinks he can find Na'Zultra through the mechanics who will be sent from the Fourth Circle to recover her crashed limousine.  Valérian and S'Traks return to where the wreck of the vehicle lies and hide themselves inside it.  Just as S'Traks planned, the recovery vehicle arrives and takes them into the Fourth Circle.  As they explore, a group of aristopatrons – priests, high officials and businessmen – come marching by. S'Traks is shocked by their appearance – their necks have elongated and their heads have shrunk.  Ambushing some stragglers, Valérian and S'Traks steal their clothes in order to disguise themselves and follow the crowd.Elsewhere, Na'Zultra is interrogating Laureline.  Na'Zultra explains that she intends to seize power   on Rubanis and demands the information that Laureline got from the contact.  Laureline tells her that Na'Zultra had killed him before he could say anything.  Unsatisfied with Laureline's answers, she reveals that she has a machine similar to the one in Colonel T'loc's office.  Na'Zultra explains that the Scunindar virus affects the mind and orders her henchmen to strap Laureline into the machine.  Before they can switch on another of Na'Zultra's men arrives to warn her that two intruders have been detected at an aristopatron meeting.  Realising that it must be Valérian and S'Traks, Na'Zultra departs with her men leaving just one guard to look after Laureline who is still strapped into the machine.  Left alone with the guard, Laureline offers to make him rich if he will release her.  Intrigued, the guard undoes the straps and Laureline shows him the Grumpy Transmuter.  The guard asks Laureline to get the Grumpy to transmute some Glods from Vlago-Vlago.  While the guard is distracted watching the Grumpy going about making the Glods, Laureline sneaks up behind him and knocks him unconscious.Exploring the corridors of the Fourth Circle, searching for Valérian and the way out, Laureline finds a group of aristopatrons connected to a series of the machines that release the Scunindar virus.  Moving on further she finds Valérian and S'Traks, pinned down by fire from Na'Zultra and her Vlago-Vlago mercenaries.  Laureline manages to distract Na'Zultra for long enough to enable all three to make their escape using the recovery vehicle.Some time later, Valérian, Laureline and S'Traks ponder their next move.  Laureline will try to find out more about the secret entrance to the Fifth Circle while Valérian will report back to T'loc on their progress and S'Traks will recruit a team to take on Na'Zultra's mercenaries.  In the depths of the Third Circle, Laureline meets with the Shingouz again.  She notices how entranced the population are by the screens that located all around the Circle.  The Shingouz explain that they are another variation on the machines Laureline saw in the Fourth Circle. Laureline asks the Shingouz if they can find the ancient service entrance to the Circle of Power.  They tell her of an old real estate salesman who lives in the Second Circle who may still have a set of plans for the Fifth Circle.Arriving at police headquarters, Valérian notices Croupachof's surprise at seeing him again and realises that it was he who warned Na'Zultra.  Meeting with T'loc, Valérian asks why he has been sent on a useless mission since T'loc not only already knows that the aristopatrons have succumbed to the Scunindar virus but that he also has an antidote.  Valérian points to the machine and asks to use it – he will protect himself from the virus by using T'loc's antidote.Elsewhere, in the First Circle, S'Traks is assembling his army from the best pilots in the city.Arriving at an office in the Second Circle with the Shingouz, Laureline visits Dr. Zoump, the real estate salesman who may have a map of the Fifth Circle.Valérian, connected to the machine, is presented with a series of strange images including that of the mysterious Hyper-Prince.  Switching off, Valérian asks T'loc if he is aware that they are putting together an expedition to go into the Circle of Power and find out who is transmitting the images.  T'loc replies that he does and that he is also assembling a team of his own.  They will move once the entrance has been located.  T'loc gives Valerian the agreed fee of one million, seven hundred thousand bloutoks.  As Valérian is picked up from T'loc's headquarters by S'Traks, he notices the large armada of police vehicles that T'loc is assembling.  S'Traks replies that his team is even larger.In the Second Circle, Dr Zoump hands over the map in return for a fee.  Leaving his office Laureline and the Shingouz just miss Na'Zultra and Croupachof who are also seeking the map.Valérian is reunited with Laureline and the Shingouz at the rendezvous point where the S'Traks' has assembled the team for the assault on the Circle of Power.  They take off, closely monitored by both Na'Zultra and her mercenaries and T'loc and his police force.  Finding the entrance, Valérian, Laureline and S'Traks punch their way in.  All they find is a derelict room with automatic cameras transmitting the images of the Hyper-Prince and the Scunindar virus.  Before the cameras lies the Hyper-Prince.  Valérian, unaffected by the virus, snatches the ring from his finger and the Prince crumbles to dust, his ring of authority – a viral sapphire from Scunindar – no longer potent.  At that moment both T'loc and Na'Zultra burst in.  Fighting breaks out between S'Traks' men and T'loc and Na'Zultra's. Valérian, Laureline and the Shingouz make their escape as war breaks out all across Rubanis.Some time later, their astroship repaired and refitted, Valerian and Laureline depart Rubanis.  The Shingouz offer one last piece of information: who is winning the battle on Rubanis – S'Traks!The planet Rubanis in the Constellation of Cassiopeia, previously seen  in Métro Châtelet, Direction Cassiopeia and The Ghosts of Inverloch. Since The Ghosts of Inverloch, Colonel T'loc has relocated his headquarters to an orbital platform. The robot thanatologists seen in The Ghosts of Inverloch seem to have disappeared. As in previous albums, the never-ending traffic congestion is a hallmark of the planet.Rubanis is composed of five distinct circles:"
Sharapovka,25 March 2020,https://en.wikipedia.org/wiki/Sharapovka,"Sharapovka (Russian: Шапаровка) is a rural locality (a village) in Chishminsky District, Bashkortostan, Russia. The population was 26 as of 2010.[2] There are 2 streets."
Patti Sardar Nabi Bakhash,17 April 2020,https://en.wikipedia.org/wiki/Patti_Sardar_Nabi_Bakhash,"Patti Sardar Nabi Bakhash is a village in Sultanpur Lodhi tehsil in Kapurthala district of Punjab, India. It is located 15 kilometres (9.3 mi) from the city of Sultanpur Lodhi, 15 kilometres (9.3 mi) away from district headquarter Kapurthala.  The village is administrated by a Sarpanch who is an elected representative of village as per the constitution of India and Panchayati raj (India).[1]The closest International airport to the village is Sri Guru Ram Dass Jee International Airport."
Paraguayan Army,26 March 2020,https://en.wikipedia.org/wiki/Paraguayan_Army,"The Paraguayan Army is an institution of the State of Paraguay, organized into three divisions and 9, and several commands and directions, went to war three occasions, in the War of the Triple Alliance (1864–1870) against Brazil, Argentina and Uruguay, Chaco War (1932–1935) against Bolivia, and the ongoing Paraguayan People's Army insurgency.Paraguay's army was formally established in 1811, the year of the country's independence. For the first several years of Paraguay's existence the commanders of the army, such as Fulgencio Yegros and Pedro Juan Caballero, formed the majority of the cabinet until 1814, when they were replaced by Dr. Jose Gaspar Rodriguez de Francia, who installed himself as supreme dictator for life after a series of political clashes with Yegros. Francia removed all army personnel from the government and reformed the army, which was by now inept and corrupt. He limited the power of the army by declaring that no rank above captain could be achieved, and that after three years of service officers were to be retired. By 1816 there were no officers in the army who had fought at the Tacuari or the Paraguari. Francia's horse-grenadier guard company was the first new unit created and was to form the nucleus of the army. Each captain was given command of a branch of the service, which consisted of line infantry, light infantry, dragoons, chasseurs, hussars and artillery. The infantry, artillery and hussars were stationed in the capital Asuncion, and the rest of the army was stationed in outposts around the country to defend from attacks by Indians. The cavalry would go dismounted during peacetime, and were distinguished by the yellow aiguillette sewn onto their left shoulder. Although no formal wars were fought, conflicts with the Chaco Indians, particularly the sub-groups of the Guaykuru tribes, raged in the borderlands. The size of the army varied according to the magnitude of threat. In 1825 it was 5000 strong, but in 1834 it was only 649 strong. There was also a large number of militia troops, which usually numbered around 25,000.After Francia's death in 1840, Carlos Antonio Lopez assumed power and modernized the army and expanded the navy. He opened an iron foundry at Ybycui that produced arms and bullets and also built up a railway system in the country to transport troops and materiel.Following the succession of Lopez's son, Francisco Solano López, the army was expanded yet further until it was one of the largest in South America, consisting by 1864 of 44 infantry battalions, 46 cavalry regiments and four artillery regiments. In that same year Paraguay fought its first actual war against Brazil, Uruguay and Argentina. Despite numerical superiority and initial success, the allies soon upped their game and Paraguay eventually found itself surrounded. Despite constant defeat on the field by the allies, the Paraguayans did not capitulate until Lopez had been killed in 1870, on the run with his 200 remaining men.As of 2016, the Paraguayan Army had a total strength of 10,600 personnel, including 2,500 conscripts.[1]The Paraguayan Army is composed of Presidential Guard Regiment, two battalions (infantry and military police), an armored squadron and a battery of field artillery (plus the Mounted Ceremonial Squadron Aca Caraya). Their equipment includes three Argentine modified M4 Sherman tanks, four EE-9 armored cars, four EE-11 armored personnel carriers (APCs), three M-9 halftracks mounting 20mm guns and four M-101 105 mm howitzers. Arguably, this flagship of military rule is structurally and physically the strongest of the EP. The REP is an independent unit from other commands. The EP features two artillery groups (GAC 1–12 88 mm QF-25 and GAC 2–12 105mm M-101) and one antiaircraft artillery group (GAA 13 40 mm L 40/60, Oerlikon 20 mm cannons, and six M-55 4×12, 7.0 mm).Six battalions of combat engineers, one communications battalion, one Special Forces battalion, seven regiments of infantry and six regiments of cavalry comprise the rest of the force. There is little organic aviation available to it.Each corps has a weapons school run by its command. The logistical command manages and addresses materials, mobilization, health care, etc. The command of the Army Institute of Education administers three schools, commissioned and noncommissoned officers, a military academy and the CIMEFOR (a center for pre-military study that trains Reserve officers).Each of the nine divisions that make up the three corps has one or two regiments of infantry or cavalry, its platoon of engineers, its communications section, military police units, etc.The stars worn by Army and Air Force lieutenants (Sub-Teniente, Teniente, Teniente 1ro) and captains are silver in color. The ones worn by the Major, Lieutenant Colonel and Colonel are gold.The army officers branch is denoted by the color of circular pads under the stars, which is also the same color used for the chevron. Red denotes branches such as Infantry and Artillery, while Cavalry is denoted by a pink. A darker red denotes support branches such as Engineering Corps, Communications, and Intelligence. Green means Supply and Transportation, while purple is reserved for the Medicine Branch. Generals' special chevron consists of a woven depiction of the olive and palm found in the national emblem in gold threads.As in the case of the army officers, the army enlisted branch is denoted by the color of their chevrons and bars. The colors and meanings are the same as the ones explained above."
Jack (Italian magazine),28 January 2020,https://en.wikipedia.org/wiki/Jack_(Italian_magazine),"Jack is a popular Italian-language technology magazine which has been published in Italy since October 2000 by Arnoldo Mondadori Editore in a joint venture with the German publisher Gruner + Jahr. It is the most popular technology magazine in Italy.[citation needed]In 2007 the circulation of Jack was 129,729 copies.[1]List of magazines published in Italy"
John Watson (Indian Army officer),15 November 2018,https://en.wikipedia.org/wiki/John_Watson_(Indian_Army_officer),"General Sir John Watson, VC, GCB (6 September 1829 – 23 January 1919) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.  An officer serving with the Bengal Army, Watson received his Victoria Cross for actions at Lucknow during the Indian Mutiny. He later rose to the rank of general in the British Indian Army.Watson was born on 6 September 1829 in Chigwell, Essex.[1] His father was William George Watson.[2] In 1848,[2] at the age of 19, Watson traveled to London seeking to join the army of the British East India Company. Joining the Bengal Army as an officer he was initially sent to Madras. This offered little prospect of action, however, and Watson sought transfer to Bombay.[1]His first combat action came in December 1848 during the Second Anglo-Sikh War when Watson took part in the Siege of Multan, while serving with the 1st Bombay European Fusiliers.[1] Shortly afterwards he took part in the Battle of Gujrat.[3]Watson was 28 years old, and a lieutenant in the 1st Punjab Cavalry, Bengal Army during the Indian Mutiny when the following deed took place on 14 November 1857 at Lucknow, India, for which he was awarded the VC:Lieut. Watson, on 14 Nov., with his own squadron, and that under Captain, then Lieut. Probyn, came upon a body of the rebel cavalry. The Ressaldar in command of them – a fine specimen of the Hindustani Mussalman – and backed up by some half-dozen equally brave men, rode out to the front. Lieutenant Watson singled out this fine-looking fellow and attacked him. The Ressaldar presented his pistol at Lieut. Watson's breast at a yard's distance and fired, but most providentially without effect; the ball must have by accident previously fallen out. Lieutenant Watson ran the man through with his sword and dismounted him; but the native officer, nothing daunted, drew his tulwar, and with his sowars renewed his attack upon Lieutenant Watson, who bravely defended himself until his own men joined in the melee, and utterly routed the party. In this rencontre Lieutenant Watson received a blow on the head from a tulwar, another on the left arm, which severed his chain gauntlet glove, a tulwar cut on his right arm, which fortunately only divided the sleeve of his jacket, but disabled the arm for some time; a bullet also passed through his coat, and he received a blow on his leg which lamed him for some days afterwards.[4]Following this Watson took part in further fighting around Cawnpore and then the Relief of Lucknow. After this he returned to England briefly on convalescence leave before returning to India.[5] In 1858, Watson raised the 4th Sikh Irregular Cavalry which later became the 6th Duke of Connaught's Own Lancers (Watson's Horse).  He later took part in the Umbeyla Expedition (1863) and commanded the Central India Horse, 1871. He became Resident at Gwalior, 1877; Officiating Adjutant-General in Central India, 1871; commanded the Cavalry despatched from Bombay to Malta, 1878;  and then commanded the Kurram Field Force (Punjab chief's contingent) in the Second Anglo-Afghan War (1879–80).[2] In 1891 he was promoted to the rank of general.[5]Watson also served in a number of others roles including Aide-de-Camp to Her Majesty Empress Victoria, 1870–71 and the Agent to the Governor-General at Baroda from 1882 until 1886, for which he was subsequently knighted as a Knight Commander of the Order of the Bath  (KCB) in 1886. He was promoted to a Knight Grand Cross of the order (GCB) in the 1902 Coronation Honours list published on 26 June 1902,[6][7] and was invested by King Edward VII at Buckingham Palace on 8 August 1902.[8]He was also made Colonel of the Regiment of the 13th Duke of Connaught Lancers in 1904.[2]He died on 23 January 1919, aged 89, at Finchampstead in Berkshire. His grave lies in the churchyard of St James in the village.[5] His VC is on display in the Lord Ashcroft Gallery at the Imperial War Museum, London."
